system:index,AreaHa,Categoria,DataConcl,DataInici,Fonte,InstExecu,InstFinan,InstGest,MetComb,MetPrinc,Monitora,Motivacao,NmProjeto,Privacidad,ProjAtivo,Projeto,TipoArea,class_area_ha,class_id,class_year,index,.geo
15_24_1,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,42.30216730976187,2,2009,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_24_2,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,0.6419641129796646,4,2009,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_24_3,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,5.300145367311967,5,2009,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_24_4,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,4.813814058813955,7,2009,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_24_5,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,22.55697496938668,9,2009,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_25_0,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,0.26710626364315254,1,2010,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_25_1,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,42.299594928624835,2,2010,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_25_2,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,0.7684175055769379,4,2010,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_25_3,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,5.13561356799556,5,2010,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_25_4,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,4.896074825415518,7,2010,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_25_5,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,22.556979205226526,9,2010,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_26_0,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,0.10451980332318474,1,2011,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_26_1,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,36.69085368013273,2,2011,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_26_2,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,5.03123984741211,4,2011,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_26_3,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,4.93237131756951,5,2011,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_26_4,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,8.482082505217914,7,2011,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_26_5,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,20.68271914282704,9,2011,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_27_0,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,0.029355899035883884,1,2012,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_27_1,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,29.957585612242397,2,2012,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_27_2,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,5.188664518300975,4,2012,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_27_3,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,4.93237131756951,5,2012,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_27_4,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,14.124929914790131,7,2012,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_27_5,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,19.881072247434133,9,2012,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_27_6,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,1.8098067871093748,11,2012,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_28_0,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,29.64562786065787,2,2013,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_28_1,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,3.071776226208257,4,2013,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_28_2,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,4.93237131756951,5,2013,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_28_3,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,14.434648478070427,7,2013,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_28_4,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,21.782765014073984,9,2013,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_28_5,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,2.0565973999023432,11,2013,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_29_0,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,29.968221381309306,2,2014,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_29_1,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,2.6985262376014862,4,2014,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_29_2,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,4.93237131756951,5,2014,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_29_3,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,12.703581097651458,7,2014,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_29_4,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,23.729016914206106,9,2014,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_29_5,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,1.892069348144531,11,2014,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_30_0,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,34.91875822605506,2,2015,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_30_1,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,1.4468540686753217,4,2015,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_30_2,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,4.8978530302878,5,2015,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_30_3,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,12.010052082423785,7,2015,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_30_4,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,22.074422178835377,9,2015,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_30_5,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,0.5758467102050782,11,2015,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_31_0,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,35.86396374624219,2,2016,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_31_1,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,1.0884498663449758,4,2016,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_31_2,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,4.8978530302878,5,2016,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_31_3,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,13.02849022891773,7,2016,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_31_4,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,21.045029424689794,9,2016,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_32_0,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,37.11338510048069,2,2017,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_32_1,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,1.0284477419385725,4,2017,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_32_2,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,4.8978530302878,5,2017,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_32_3,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,13.212679614712576,7,2017,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_32_4,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,19.671420809062877,9,2017,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_33_0,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,37.381128676949366,2,2018,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_33_1,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,1.0284477419385725,4,2018,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_33_2,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,4.8978530302878,5,2018,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_33_3,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,12.636843671109062,7,2018,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_33_4,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,19.979513176197727,9,2018,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_34_0,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,37.70338287872919,2,2019,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_34_1,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,0.8613433966902191,4,2019,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_34_2,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,4.95495730423273,5,2019,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_34_3,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,13.706300323941095,7,2019,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_34_4,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,18.697802392889287,9,2019,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_35_0,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,40.81124499351348,2,2020,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_35_1,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,0.8810215398092833,4,2020,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_35_2,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,5.204331233436737,5,2020,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_35_3,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,10.1493599005486,7,2020,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_35_4,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,18.87782862917433,9,2020,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_36_0,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,43.03713470078416,2,2021,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_36_1,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,1.0555457683249083,4,2021,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_36_2,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,5.279819655642045,5,2021,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_36_3,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,7.074355640773404,7,2021,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_36_4,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,19.476930530957997,9,2021,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_37_0,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,44.96658757080087,2,2022,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_37_1,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,1.0555457683249083,4,2022,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_37_2,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,5.279819655642045,5,2022,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_37_3,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,5.520068941578588,7,2022,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_37_4,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,19.101764360136144,9,2022,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_38_0,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,44.54079626330813,2,2023,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_38_1,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,1.8523423943493407,4,2023,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_38_2,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,5.258527635665597,5,2023,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_38_3,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,6.203325181023097,7,2023,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_38_4,75.94523443,restauracao,,,Araticum,"SEMIL - Secretaria de Meio Ambiente, Infraestrutura e Logística de SP",Não identificado,Não identificado,Não identificado,isolamento,Não identificado,Não identificado,Não identificado,nao definido,Não identificado,Não identificado,Não identificado,18.06879482213637,9,2023,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
